FID,lat,lon,Avg_m2pr_1
925,55.7058983,12.4784002,17241.37931
926,55.7056007,12.4868002,17272.72727
927,55.7048988,12.4888,17550.32203
928,55.7055016,12.4910002,13773.96131
929,55.7047997,12.493,16954.32006
930,55.7052994,12.4994001,13757.52555
931,55.7052002,12.5035,16358.02469
932,55.7043991,12.5056,14872.91481
933,55.7050018,12.5077,14918.8534
934,55.7038002,12.5264997,16987.47161
935,55.7043991,12.5285997,16679.69995
936,55.703701,12.5305996,18735.03521
937,55.7042999,12.5327997,19488.82386
938,55.7032013,12.5474005,16948.24416
939,55.7029991,12.5788002,17621.05335
940,55.7022018,12.5808001,19125.62355
941,55.7028999,12.5830002,16972.01236
942,55.7027016,12.5871,14256.86003
943,55.7019997,12.5892,16896.54697
944,55.7071991,12.4785995,15916.66667
945,55.7061996,12.4890003,14708.45254
946,55.7069016,12.4911003,15713.37836
947,55.7061005,12.4931002,14714.38682
948,55.7060013,12.4973001,15486.72566
949,55.7058983,12.5246,15296.96835
950,55.7052002,12.5265999,16285.22681
951,55.7057991,12.5286999,15332.15409
952,55.705101,12.5307999,13091.78679
953,55.7056999,12.5328999,16429.09339
954,55.7042999,12.5558996,19652.94444
955,55.703701,12.5768003,13647.47711
956,55.7042999,12.5789003,17257.3459
957,55.7036018,12.5809002,20091.87638
958,55.7034988,12.5851002,20079.86382
959,55.7041016,12.5873003,19678.4833
960,55.7033997,12.5893002,19271.26559
961,55.7039986,12.5914001,17184.34944
962,55.7081985,12.4912004,13924.05063
963,55.7075005,12.4933004,15916.1393
964,55.7064018,12.5309,17336.60736
965,55.7062988,12.5351,18942.65312
966,55.7069016,12.5372,17829.41633
967,55.7064018,12.5538998,20321.74385
968,55.7056999,12.5559998,19067.8795
969,55.7062988,12.5580997,16551.76961
970,55.7056999,12.5790005,19231.61848
971,55.7050018,12.5811005,21264.95551
972,55.7047997,12.5852003,18945.61295
973,55.7055016,12.5874004,17563.53756
974,55.7047005,12.5894003,19285.03379
975,55.7103004,12.4663,16024.69136
976,55.7084999,12.5290003,15579.47473
977,55.7076988,12.5352001,16618.86354
978,55.7083015,12.5373001,13793.10345
979,55.7075005,12.5394001,15577.78596
980,55.7070999,12.5560999,19998.04382
981,55.7076988,12.5583,17667.81924
982,55.7064018,12.5769997,17716.53543
983,55.7070999,12.5791998,18506.86849
984,55.7062988,12.5811996,19776.042
985,55.7069016,12.5832996,18884.50102
986,55.7061996,12.5853996,18967.16821
987,55.7067986,12.5874996,19231.87048
988,55.7102013,12.5165997,15571.14552
989,55.709301,12.5270004,16509.75306
990,55.7090988,12.5311003,16928.06256
991,55.7089996,12.5584002,16398.31125
992,55.7089005,12.5626001,12977.0545
993,55.7081985,12.5646,16454.99333
994,55.7080994,12.5688,18204.70006
995,55.7086983,12.5709,18207.54717
996,55.7085991,12.5750999,16365.361
997,55.7084007,12.5792999,17192.92494
998,55.7076988,12.5812998,16687.09268
999,55.7083015,12.5834999,19336.37612
1000,55.7075996,12.5854998,18381.52503
1001,55.7081985,12.5875998,17734.85182
1002,55.7074013,12.5896997,18304.15135
1003,55.7128983,12.4707003,13042.65391
1004,55.7122002,12.4958,16273.58491
1005,55.7116013,12.5166998,18229.84545
1006,55.7103996,12.5585003,18996.70019
1007,55.7097015,12.5605001,13155.49828
1008,55.7103004,12.5627003,12200.83937
1009,55.7094994,12.5647001,19296.09939
1010,55.7102013,12.5669003,16817.65987
1011,55.7094002,12.5689001,18106.2948
1012,55.709301,12.5731001,16784.02294
1013,55.7092018,12.5773001,15702.24719
1014,55.7098007,12.5794001,16400.29762
1015,55.7089996,12.5813999,20468.93815
1016,55.7097015,12.5836,20264.16239
1017,55.7089005,12.5855999,17051.89936
1018,55.7145996,12.4582996,14765.61196
1019,55.7111015,12.5565004,16842.10526
1020,55.7117996,12.5586004,18113.5349
1021,55.7109985,12.5607004,9558.735577
1022,55.7108994,12.5648003,18445.16595
1023,55.7114983,12.5670004,17015.91719
1024,55.7108002,12.5690002,16661.12957
1025,55.7113991,12.5712004,17911.98503
1026,55.710701,12.5732002,19607.66039
1027,55.7159996,12.4583998,14428.94737
1028,55.7153015,12.4603996,13559.36808
1029,55.7159004,12.4625998,14428.57143
1030,55.7123985,12.5607996,17323.21437
1031,55.7128983,12.5670996,17364.99636
1032,55.712101,12.5691004,16247.45745
1033,55.7127991,12.5712996,20714.28571
1034,55.7120018,12.5733004,20268.4121
1035,55.7126007,12.5754995,16752.59367
1036,55.7118988,12.5775003,17505.40718
1037,55.7165985,12.4604998,14416.49934
1038,55.713501,12.5692997,18899.15966
1039,55.7140999,12.5713997,17519.9177
1040,55.7134018,12.5733995,19387.7551
1041,55.7132988,12.5775995,14481.05034
1042,55.7181015,12.4565001,15195.07895
1043,55.7186012,12.4628,16474.69003
1044,55.714901,12.5693998,20048.36801
1045,55.7145996,12.5777998,14648.12681
1046,55.7200012,12.4629002,16675.87648
1047,55.7192001,12.4650002,16370.44064
1048,55.719101,12.4691,15089.34426
1049,55.7196999,12.4713001,14000
1050,55.7167015,12.5757999,13980.56886
1051,55.7219009,12.4420996,16345.45455
1052,55.721199,12.4441996,15618.05556
1053,55.7218018,12.4462996,13448.27586
1054,55.7210999,12.4483995,15240.00712
1055,55.7205009,12.4693003,17428.86718
1056,55.7187004,12.5551004,17633.01019
1057,55.7181015,12.5760002,16840.07217
1058,55.7173996,12.5780001,18548.7873
1059,55.7224998,12.4442997,14026.11956
1060,55.7193985,12.5530005,18382.27812
1061,55.7195015,12.5761003,16267.54898
1062,55.7187004,12.5781002,19342.18724
1063,55.7249985,12.4298,15458.65911
1064,55.7248001,12.4382,14436.68753
1065,55.7246017,12.4424,14326.08696
1066,55.7223015,12.526,17726.34318
1067,55.7219009,12.5386,15213.64483
1068,55.7234001,12.5115004,15935.82292
1069,55.7228012,12.5324001,17154.31115
1070,55.7233009,12.5387001,13869.56522
1071,55.7224998,12.5407,15270.00701
1072,55.7221985,12.5762997,16891.89189
1073,55.7228012,12.5784998,17581.30081
1074,55.7303009,12.3611002,13832.53982
1075,55.7308006,12.3674002,17714.69838
1076,55.7300987,12.3695002,15387.09677
1077,55.7270012,12.5054998,16470.58824
1078,55.7262001,12.5305996,14464.28571
1079,55.7251015,12.5452003,16377.94889
1080,55.7318001,12.3570004,14623.33333
1081,55.7280998,12.5139999,16299.87572
1082,55.7280006,12.5181999,16843.22572
1083,55.7263985,12.5725002,18602.42095
1084,55.7294006,12.5141001,14815.06089
1085,55.7286987,12.5160999,14813.1177
1086,55.7291985,12.5225,14046.75663
1087,55.7285004,12.5244999,15955.05618
1088,55.7290993,12.5265999,19047.61905
1089,55.7286987,12.5391998,18750
1090,55.7280006,12.5642996,18302.54522
1091,55.7350998,12.3593998,13191.70801
1092,55.7344017,12.3614998,14471.59049
1093,55.7303009,12.5079002,15664.5937
1094,55.7302017,12.5121002,17653.84615
1095,55.7305984,12.5226002,15350.87719
1096,55.7298012,12.5246,15683.26438
1097,55.7290993,12.5727997,18895.20548
1098,55.7358017,12.3615999,12994.50549
1099,55.7313004,12.5206003,14370.30905
1100,55.7312012,12.5247002,16319.44444
1101,55.7307014,12.5644999,20357.84099
1102,55.7299995,12.5665998,16964.06322
1103,55.7299004,12.5707998,21232.87671
1104,55.7296982,12.5748997,17333.32269
1105,55.7304001,12.5770998,22618.53448
1106,55.729599,12.5790997,25949.36709
1107,55.7336998,12.5102997,17960
1108,55.7335014,12.5144997,16060.6875
1109,55.7327995,12.5165005,14616.15549
1110,55.7326012,12.5249004,17289.71963
1111,55.7327003,12.5438004,11585.36585
1112,55.7321014,12.5647001,16456.94606
1113,55.7317009,12.5771999,25555.55556
1114,55.730999,12.5791998,23750
1115,55.7342987,12.5123997,17266.66667
1116,55.7349014,12.5145998,17739.72603
1117,55.7331009,12.5543003,16456.95364
1118,55.7364006,12.5105,13568.62745
1119,55.7355995,12.5125999,17061.53846
1120,55.7349014,12.5376997,20056.81818
1121,55.7347984,12.5417995,11900.82645
1122,55.7350998,12.5565996,19954.12844
1123,55.7342987,12.5586004,21937.9845
1124,55.7341995,12.5628004,19132.65306
1125,55.7338982,12.5711002,7683.433673
1126,55.733799,12.5753002,15562.14012
1127,55.7369995,12.5127001,16574.07407
1128,55.7374001,12.5232,16875.61656
1129,55.7370987,12.5316,12179.48718
1130,55.7363014,12.5377998,17682.92683
1131,55.7369003,12.5398998,15671.71717
1132,55.7355995,12.5628996,21419.09814
1133,55.7360992,12.5691996,17449.61577
1134,55.7392006,12.5066004,15901.29321
1135,55.737999,12.5254002,14562.0438
1136,55.7375984,12.5379,15566.03774
1137,55.7368011,12.5671997,23259.80238
1138,55.7366982,12.5713997,19161.7171
1139,55.7373009,12.5734997,20000
1140,55.7402992,12.4919996,15714.37059
1141,55.7408981,12.4941998,14921.86233
1142,55.7402,12.4961996,14895.83333
1143,55.740799,12.4982996,13679.24528
1144,55.7406998,12.5024996,17611.11111
1145,55.7400017,12.5045996,14130.43478
1146,55.7406006,12.5066996,17325.4082
1147,55.7396011,12.5171003,16201.92308
1148,55.7396011,12.5402002,19915.25424
1149,55.7391014,12.5569,20945.94595
1150,55.7384987,12.5777998,21860.16144
1151,55.7422981,12.4712,15901.97208
1152,55.7416,12.4962997,15010.5947
1153,55.7421989,12.4984999,16200
1154,55.7420006,12.5067997,15514.49843
1155,55.7417984,12.5109997,16742.42424
1156,55.7415009,12.5235996,16718.01172
1157,55.7406998,12.5256004,15994.13234
1158,55.7392998,12.5757999,21367.52137
1159,55.7398987,12.5780001,16303.06229
1160,55.7435989,12.4713001,17168.99265
1161,55.7431984,12.4881001,15727.27273
1162,55.7436981,12.4944,15090.13283
1163,55.7428017,12.5005999,12759.74026
1164,55.7431984,12.5110998,15285.71429
1165,55.7416992,12.5614004,17915.88866
1166,55.7410011,12.5634003,16791.03075
1167,55.7406006,12.5759001,22689.04483
1168,55.7412987,12.5781002,19536.85438
1169,55.7405014,12.5801001,22256.09756
1170,55.7499008,12.3186998,14098.36066
1171,55.7491989,12.3207998,14173.8646
1172,55.7443008,12.4966002,17402.5974
1173,55.7448997,12.4987001,17575.75758
1174,55.7435989,12.5216999,16101.1236
1175,55.7436981,12.5405998,26718.58667
1176,55.7429008,12.5467997,16173.91304
1177,55.7425003,12.5593004,12312.42786
1178,55.7424011,12.5635004,19595.42536
1179,55.7420006,12.5761003,23422.4671
1180,55.7467995,12.4820995,16250
1181,55.7459984,12.4841003,13591.85175
1182,55.7464981,12.4905005,15812.92654
1183,55.7459984,12.5072002,15201.47268
1184,55.7453003,12.5092001,13278.68852
1185,55.7443008,12.5426998,19710.87932
1186,55.7440987,12.5741997,25116.82243
1187,55.7475014,12.4800997,15250.49104
1188,55.7477989,12.4947996,16751.74685
1189,55.7458,12.5387001,18274.69136
1190,55.7463989,12.5408001,21443.18997
1191,55.7453003,12.5553999,17669.17293
1192,55.7496986,12.474,15096.32346
1193,55.7490997,12.4948997,14870.81524
1194,55.7477989,12.5178003,16428.57143
1195,55.7484016,12.5200005,17323.73506
1196,55.7477989,12.5409002,20463.2039
1197,55.7462997,12.5681,22184.87395
1198,55.7547989,12.3401003,5146.25
1199,55.7504997,12.4719,17821.42857
1200,55.7510986,12.4741001,16525.42373
1201,55.7499008,12.4928999,15953.80195
1202,55.7504997,12.4949999,12624.4585
1203,55.7496986,12.4969997,16317.38636
1204,55.7499008,12.5158997,14529.41176
1205,55.7490997,12.5179996,15716.19574
1206,55.7498016,12.5200996,15365.57476
1207,55.7491989,12.5410995,20875.78782
1208,55.7489014,12.5494003,12363.63636
1209,55.7481995,12.5515003,13269.23077
1210,55.7482986,12.5703001,19470.19868
1211,55.7518005,12.4721003,16338.02817
1212,55.7518997,12.4951,17021.60238
1213,55.7504997,12.5180998,16632.81168
1214,55.7510986,12.5201998,16041.62171
1215,55.7504005,12.5222998,18416.67157
1216,55.7532005,12.4722004,14057.97101
1217,55.7532005,12.4953003,16799.13202
1218,55.7518997,12.5181999,17122.46352
1219,55.7524986,12.5204,16080.06669
1220,55.7543983,12.4764996,16620.37037
1221,55.7542,12.4849005,18452.38095
1222,55.7547989,12.4870005,17658.99154
1223,55.7523994,12.5706997,19239.07131
1224,55.7512016,12.5895004,18815.47619
1225,55.7563019,12.4828997,15465.11628
1226,55.7531013,12.5686998,20004.33357
1227,55.7533989,12.5833998,20091.22368
1228,55.7584,12.4579,14818.84058
1229,55.7575989,12.46,18137.2549
1230,55.7547989,12.5604,20404.41176
1231,55.7552986,12.5668001,24705.88235
1232,55.7545013,12.5688,17857.14286
1233,55.7598,12.4539003,17318.84058
1234,55.7597008,12.4581003,16684.83274
1235,55.7593002,12.4748001,13924.73118
1236,55.7583008,12.4851999,14285.71429
1237,55.7565994,12.5669003,19019.37724
1238,55.7565002,12.5711002,18677.39674
1239,55.7564011,12.5753002,22706.42202
1240,55.7612,12.4540005,15124.36634
1241,55.7605019,12.4560003,15941.82367
1242,55.7611008,12.4582005,16894.49318
1243,55.7610016,12.4624004,16810.34483
1244,55.7599983,12.4959002,16048.14493
1245,55.7582016,12.5355997,17767.85714
1246,55.7580986,12.5628004,16666.66667
1247,55.7571983,12.5691004,21149.9183
1248,55.7577019,12.5754004,17116.48575
1249,55.7574005,12.5880003,17404.03014
1250,55.7621002,12.4477997,14610.38336
1251,55.7625999,12.4540997,15821.07767
1252,55.7617989,12.4561996,16562.88305
1253,55.7625008,12.4582996,16845.41623
1254,55.7616997,12.4603004,15349.6856
1255,55.7607994,12.4938002,16027.44773
1256,55.7613983,12.4960003,14821.42857
1257,55.7603989,12.5295,18159.17876
1258,55.7588005,12.5607996,20454.54545
1259,55.7594986,12.5629997,17869.26475
1260,55.7593002,12.5671997,17763.15789
1261,55.7591019,12.5754995,18818.09154
1262,55.7580986,12.5859003,18985.52455
1263,55.7587013,12.5881004,21187.81543
1264,55.7579002,12.5943003,22670.63492
1265,55.7633018,12.4751997,17553.19149
1266,55.7625999,12.4771996,16251.10816
1267,55.7630997,12.4835997,16025.64103
1268,55.762001,12.5212002,11682.24299
1269,55.7619019,12.5254002,19444.44444
1270,55.7612,12.5274,17550.23775
1271,55.7601013,12.5650997,19839.11111
1272,55.760601,12.5714998,19300.90584
1273,55.7598,12.5734997,21104.49224
1274,55.7605019,12.5756998,16002.6003
1275,55.7602997,12.5797997,16129.03226
1276,55.7602005,12.5839996,16933.96226
1277,55.7594986,12.5860996,22151.89873
1278,55.7645988,12.4794998,15000
1279,55.7639008,12.4814997,15540.97169
1280,55.7644997,12.4836998,18209.32108
1281,55.7644005,12.4878998,18370.19231
1282,55.7639999,12.5003996,17543.39836
1283,55.7633018,12.5024996,19642.85714
1284,55.7639008,12.5045996,16583.33333
1285,55.7630997,12.5066004,19391.96153
1286,55.763401,12.5214005,12981.94713
1287,55.7625008,12.5276003,14090.90909
1288,55.7617989,12.5757999,17767.6919
1289,55.7616997,12.5799999,18050
1290,55.7616005,12.5841999,18392.46622
1291,55.7612,12.5966997,19863.0137
1292,55.7650986,12.4857998,16104.6859
1293,55.7649994,12.4899998,18181.81818
1294,55.7653999,12.5004997,17500
1295,55.7645988,12.5025997,17506.95804
1296,55.7652016,12.5046997,17834.65957
1297,55.7644997,12.5067997,15775.27829
1298,55.764801,12.5214996,14361.70213
1299,55.7625999,12.5738001,23771.05329
1300,55.7631989,12.5759001,19074.045
1301,55.7624016,12.5778999,17676.10354
1302,55.7629013,12.5843,17446.40535
1303,55.7621994,12.5862999,17827.51664
1304,55.7625999,12.5967999,19402.9079
1305,55.764801,12.5677004,22754.49102
1306,55.7638016,12.5781002,20241.52999
1307,55.7644005,12.5802002,19704.06251
1308,55.7635994,12.5864,16770.1912
1309,55.7675018,12.4986,16502.02431
1310,55.7681007,12.5008001,15631.75191
1311,55.7672005,12.507,14098.19483
1312,55.7677002,12.5132999,17500
1313,55.7658005,12.5803003,21521.73913
1314,55.7649994,12.5824003,20170.88741
1315,55.7657013,12.5845003,18196.06932
1316,55.7689018,12.4946003,16308.38583
1317,55.7695999,12.4967003,17644.46617
1318,55.7687988,12.4988003,17843.13725
1319,55.7686005,12.5071001,13846.15385
1320,55.7691994,12.5093002,19107.14286
1321,55.7663994,12.5825005,18947.74157
1322,55.7669983,12.5846996,17856.66938
1323,55.7703018,12.4947004,19328.35821
1324,55.7700005,12.5073004,19285.71429
1325,55.7705994,12.5094004,17559.21656
1326,55.7677994,12.5825996,18833.33333
1327,55.7717018,12.4947996,18981.48148
1328,55.7715988,12.4989996,18198.41791
1329,55.7722015,12.5011997,18086.65472
1330,55.7695007,12.5932999,24624.06015
1331,55.7747002,12.5098,11538.33333
1332,55.776001,12.5099001,17038.67455
1333,55.7752991,12.5118999,18107.12668
1334,55.7767982,12.5079002,18464.94032
1335,55.7751007,12.5895996,22500
1336,55.7764015,12.5896997,25746.26866
1337,55.7807999,12.4850998,17391.30435
1338,55.7778015,12.5897999,22875.81699
1339,55.7890015,12.4628,15288.46154
1340,55.7896004,12.4649,16254.46281
1341,55.7888985,12.4668999,15865.38462
1342,55.7910995,12.4608002,16964.28571
1343,55.7902985,12.4629002,16847.47361
1344,55.7916985,12.4861002,13571.42857
1345,55.7904015,12.5321999,15539.19225
1346,55.7879982,12.5929003,20330.57851
1347,55.7928009,12.4715004,19107.78985
1348,55.7933006,12.4778004,17997.93239
1349,55.7918015,12.5323,16461.22239
1350,55.7910004,12.5344,14329.45042
1351,55.7901001,12.5909996,19476.19048
1352,55.7943001,12.4673996,17030.52503
1353,55.794899,12.4695997,16048.84808
1354,55.7942009,12.4715996,17022.48559
1355,55.7941017,12.4757996,17349.8968
1356,55.7947006,12.4779997,17380.93674
1357,55.7939987,12.4799995,18872.15731
1358,55.7938004,12.4841995,15429.89418
1359,55.7939987,12.5031004,16092.89617
1360,55.7937012,12.5115004,16355.47201
1361,55.7924004,12.5345001,15353.93709
1362,55.7956009,12.4716997,16853.49876
1363,55.7952995,12.4800997,18107.13039
1364,55.7952003,12.4842997,16032.6087
1365,55.7952995,12.5031996,17799.63389
1366,55.7946014,12.5052996,15491.7012
1367,55.7944984,12.5094995,16878.61311
1368,55.7951012,12.5115995,17891.27273
1369,55.7943993,12.5136003,17280.70175
1370,55.7938004,12.5346003,14385.56068
1371,55.7974014,12.4782,15673.22815
1372,55.7966995,12.4801998,15564.31512
1373,55.7960014,12.5053997,16915.69235
1374,55.7961006,12.5242996,16443.29897
1375,55.7951012,12.5347004,15094.17391
1376,55.7980003,12.4804001,15644.95305
1377,55.7977982,12.5118999,19551.28205
1378,55.7965012,12.5347996,17096.77419
